comment,violence_score,violence_type,reason,confidence,needs_review,raw_content,source_file,created_at,raw_response
说得对！我家那个就是这样,0.6,harassment,虽然没有直接的侮辱性词语，但‘我家那个就是这样’ 暗示了对特定人群的指责和负面评价，具有潜在的威胁和骚扰意味，暗示了可能存在不当行为，带有攻击性。,0.9,False,说得对！我家那个就是这样,processed_comments_weibo_4000.csv,2011-04-10 04:29:45+08:00,
这说的不就是我家神兽吗？小倌迷,0.6,harassment,使用'小倌'等带有贬义和侮辱性的词语，带有攻击性。,0.9,False,这说的不就是我家神兽吗？小倌迷,processed_comments_weibo_4000.csv,2025-03-26 14:01:12+08:00,
#女子靠4000工资养家盼丈夫共同承担#\n什么叫4000块钱而已\n传统观念中，男性通常被视为家庭经济的主要支柱，但随着社会的发展，性别平等观念逐渐深入人心，女性在经济上的独立性不断增强，但这并不意味着男性就可以逃避自己的经济责任。同时，社会也应该为就业者提供更多公平的就业机会和保障，帮助有困 ​​​,0.6,harassment,评论中使用了'4000块钱而已'这种带有贬低和轻视意味的说法，带有一定的侮辱性，虽然没有直接威胁或歧视，但属于网络暴力的一种形式。,0.9,False,#女子靠4000工资养家盼丈夫共同承担#\n什么叫4000块钱而已\n传统观念中，男性通常被视为家庭经济的主要支柱，但随着社会的发展，性别平等观念逐渐深入人心，女性在经济上的独立性不断增强，但这并不意味着男性就可以逃避自己的经济责任。同时，社会也应该为就业者提供更多公平的就业机会和保障，帮助有困 ​​​,processed_comments_weibo_4000.csv,2025-03-26 15:03:25+08:00,
真的很不容易啊,0.3,无,该评论表达了一种同情或理解，并未包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,真的很不容易啊,processed_comments_weibo_4000.csv,2025-03-26 15:27:25+08:00,
这都不离婚还坚持了十年也是厉害,0.7,harassment,评论使用'也是厉害'这种带有贬义和轻蔑的语气，带有攻击性，属于侮辱性言论。,0.9,False,这都不离婚还坚持了十年也是厉害[跪了],processed_comments_weibo_4000.csv,2019-05-14 21:24:48+08:00,
一起来实现自我价值啊,0.3,无,评论内容是鼓励性的，没有包含任何侮辱、威胁、歧视或煽动性言论。,0.9,False,一起来实现自我价值啊,processed_comments_weibo_4000.csv,2025-03-26 16:19:45+08:00,
压力真的太大了,0.3,无,评论表达了个人压力过大，不包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,压力真的太大了,processed_comments_weibo_4000.csv,2021-06-26 07:40:28+08:00,
共同养家，压力才没有那么大,0.6,harassment,这句话带有贬低和指责意味，将家庭责任归咎于压力，带有轻蔑和不尊重，属于侮辱性言论。,0.9,False,共同养家，压力才没有那么大,processed_comments_weibo_4000.csv,2025-03-26 16:01:02+08:00,
维持家庭生活，是两个人的事情,0.6,harassment,虽然没有直接的威胁或攻击性词语，但这句话隐含着对特定群体（例如，不符合家庭观念的人）的贬低和指责，具有潜在的侮辱性和排斥性，构成网络暴力。,0.9,False,维持家庭生活，是两个人的事情,processed_comments_weibo_4000.csv,2020-04-24 16:33:27+08:00,
认清自己,0.6,harassment,评论 '认清自己' 具有强烈的指责意味，可能被解读为一种侮辱或贬低他人自尊的言论，属于网络暴力的一种形式。,0.9,False,认清自己,processed_comments_weibo_4000.csv,2025-03-26 15:11:18+08:00,
压力太大了,0.3,无,评论仅表达了个人感受，没有包含任何侮辱、威胁、歧视或煽动性内容。,0.9,False,压力太大了,processed_comments_weibo_4000.csv,2012-10-21 10:09:38+08:00,
是这样子的,0.8,harassment,‘是这样子的’常被用于嘲讽他人，带有明显的贬低和侮辱意味，属于网络暴力的一种形式。,0.9,False,是这样子的,processed_comments_weibo_4000.csv,2025-03-26 15:07:42+08:00,
好坚强！,0.2,无,评论仅表达了对某人坚强的赞扬，不包含任何侮辱、威胁、歧视或煽动性内容。,0.95,False,好坚强！,processed_comments_weibo_4000.csv,2022-01-27 17:29:01+08:00,
分析的很透彻,0.1,无,评论仅表达了对分析的赞同，不包含任何侮辱、威胁、歧视或煽动性内容。,0.95,False,分析的很透彻,processed_comments_weibo_4000.csv,2025-03-26 15:06:22+08:00,
真的男人要有担当,0.6,harassment,虽然没有直接的威胁或攻击性言论，但‘真的男人要有担当’这句话在特定语境下可能被用来贬低或侮辱男性，带有攻击性暗示。,0.9,False,真的男人要有担当,processed_comments_weibo_4000.csv,2019-10-31 09:12:27+08:00,
确实是这样啊,0.2,无,评论仅表达同意，不包含任何侮辱、威胁、歧视或煽动性内容。,0.95,False,确实是这样啊,processed_comments_weibo_4000.csv,2025-03-26 15:06:02+08:00,
分析的非常有道理,0.1,无,评论仅表达了对分析的赞同，不包含任何侮辱、威胁、歧视或煽动性内容。,0.95,False,分析的非常有道理,processed_comments_weibo_4000.csv,2022-09-16 22:42:59+08:00,
确实是这样,0.2,无,评论仅表达同意，不包含任何侮辱、威胁、歧视或煽动性内容。,0.95,False,确实是这样,processed_comments_weibo_4000.csv,2025-03-26 15:05:59+08:00,
分析的确实是这样,0.1,无,评论仅表示分析结果正确，没有包含任何侮辱、威胁、歧视或煽动性内容。,0.95,False,分析的确实是这样,processed_comments_weibo_4000.csv,2025-03-26 17:07:11+08:00,
就是说啊,0.3,无,评论内容过于简短，仅为'就是说啊'，缺乏明确的攻击性或有害内容。虽然可能在特定语境下具有侮辱性，但单独作为评论，其暴力程度较低。,0.9,False,就是说啊,processed_comments_weibo_4000.csv,2018-12-28 22:08:50+08:00,
家庭需要双方共同付出,0.3,无,该评论表达了一种对家庭关系的观点，不包含任何侮辱、威胁、歧视或煽动性内容。,0.95,False,家庭需要双方共同付出,processed_comments_weibo_4000.csv,2025-03-26 15:05:56+08:00,
但是他们结婚了,0.6,harassment,虽然评论内容简单，但其隐含的指责或嘲讽可能构成网络暴力，尤其是在特定语境下（例如，针对已婚人士的评论可能带有贬低或嘲讽意味）。,0.9,False,但是他们结婚了,processed_comments_weibo_4000.csv,2025-03-26 13:29:24+08:00,
一把钥匙开一把锁,0.8,harassment,这句话‘一把钥匙开一把锁’在特定语境下，常被用来指责某人利用权力或地位对他人进行不当侵犯或控制，带有强烈的指责和贬低意味，属于侮辱性言论，具有潜在的威胁性。,0.9,False,一把钥匙开一把锁,processed_comments_weibo_4000.csv,2025-03-26 13:30:50+08:00,
珍爱生命，远离渣男。,0.6,harassment,使用'渣男'一词进行贬低和侮辱，带有攻击性。,0.9,False,珍爱生命，远离渣男。,processed_comments_weibo_4000.csv,2025-03-26 13:24:40+08:00,
这大哥存在的意义是什么？每天张嘴吃饭么？,0.7,harassment,评论使用贬义词'张嘴吃饭'，带有侮辱性和嘲讽意味，构成网络暴力。,0.9,False,这大哥存在的意义是什么？每天张嘴吃饭么？,processed_comments_weibo_4000.csv,2025-03-26 16:40:07+08:00,
所以不结婚最好，我不需要靠任何人，任何人也别想剥削我,0.6,harassment,虽然没有直接威胁，但表达了强烈的自我肯定和对他人的一种轻蔑态度，带有侮辱性色彩，暗示了对他人的一种不尊重和排斥。,0.9,False,所以不结婚最好，我不需要靠任何人，任何人也别想剥削我,processed_comments_weibo_4000.csv,2025-03-26 14:15:06+08:00,
太宅了，什么都不管不顾的,0.6,harassment,使用'宅'一词带有贬义，带有侮辱性，构成网络暴力。,0.9,False,太宅了，什么都不管不顾的,processed_comments_weibo_4000.csv,2025-03-26 16:02:46+08:00,
当初看上他什么了？长得帅吗？,0.6,harassment,评论包含带有质疑和轻蔑意味的言论，带有攻击性，虽然没有直接威胁，但属于网络暴力中的侮辱性言论。,0.9,False,当初看上他什么了？长得帅吗？,processed_comments_weibo_4000.csv,2025-03-26 14:03:36+08:00,
这种人也能结婚生娃,0.7,harassment,该评论使用贬损性语言，带有侮辱性，暗示对方不值得结婚生娃，属于网络暴力。,0.9,False,这种人也能结婚生娃[哆啦A梦吃惊][哆啦A梦吃惊][哆啦A梦吃惊],processed_comments_weibo_4000.csv,2025-03-26 14:23:14+08:00,
婚前也不考察考察~,0.6,harassment,评论使用'考察考察'这种带有贬义和嘲讽的表达，带有侮辱性，可能构成网络暴力。,0.9,False,婚前也不考察考察~[傻眼],processed_comments_weibo_4000.csv,2025-03-26 13:30:32+08:00,
男人赚钱养家天经地义，女人生育绝对自由；男给女花钱天经地义，女给男花钱绝对扶贫；男给女婚姻安全感是天经地义，女给男安全感凭什么,0.7,harassment,评论包含对女性的贬低和质疑，暗示女性在婚姻和经济关系中缺乏安全感，带有明显的侮辱性和攻击性，虽然没有直接威胁，但其隐含的负面评价构成网络暴力。,0.9,False,男人赚钱养家天经地义，女人生育绝对自由；男给女花钱天经地义，女给男花钱绝对扶贫；男给女婚姻安全感是天经地义，女给男安全感凭什么[good],processed_comments_weibo_4000.csv,2025-03-27 00:20:30+08:00,
这啥丧偶啊，这是多养了个大孩子，吃得多浪费的多,0.8,harassment,评论使用'丧偶'等侮辱性词汇，带有贬低和攻击性，构成网络暴力。,0.9,False,这啥丧偶啊，这是多养了个大孩子，吃得多浪费的多[允悲],processed_comments_weibo_4000.csv,2025-03-26 18:24:19+08:00,
0个好处,0.8,harassment,‘0个好处’ 是一种带有侮辱性和贬低意味的评论，可能用于攻击或贬低某人或某事，属于网络暴力的一种形式。,0.9,False,0个好处,processed_comments_weibo_4000.csv,2025-03-26 14:56:39+08:00,
四千就算除去房租一千都还有三千可以花,0.3,无,评论内容仅表达了对花费的看法，没有包含任何侮辱、威胁、歧视或煽动性言论。,0.9,False,四千就算除去房租一千都还有三千可以花[可爱],processed_comments_weibo_4000.csv,2025-03-26 13:04:42+08:00,
嫁给此人还不离婚就是她最大的问题,0.8,harassment,该评论使用带有贬义的语言，暗示对方的婚姻选择是错误，带有攻击性和侮辱性。,0.9,False,嫁给此人还不离婚就是她最大的问题,processed_comments_weibo_4000.csv,2025-03-26 13:01:02+08:00,
没毛病,0.6,harassment,虽然没有直接威胁或歧视，但'没毛病'在特定语境下可能被用于侮辱或贬低他人，具有潜在的攻击性。,0.9,False,没毛病,processed_comments_weibo_4000.csv,2025-03-26 13:21:55+08:00,
调解员这个岗位怎么来的，每次看纪录片这帮人可恶心人了！专门给坏人当帮凶，直到有个调解员男人被打破了头，这个被打的调解员男人就不依不饶，应该给他再找个调解员！多大的事，哼💢,0.85,harassment,评论使用'可恶心人'等侮辱性语言，并暗示对调解员的威胁和不依不饶，带有攻击性言论。,0.9,False,调解员这个岗位怎么来的[怒]，每次看纪录片这帮人可恶心人了！专门给坏人当帮凶，直到有个调解员男人被打破了头，这个被打的调解员男人就不依不饶，应该给他再找个调解员！多大的事，哼💢,processed_comments_weibo_4000.csv,2025-03-27 09:30:34+08:00,
"人到中年，更应要明白真正的幸福，不在于“有”,而在于“无”。\n我们习惯把幸福理解成“有”：有车、有房、有钱、有权；真正的幸福应该是“无”：无忧、无虑、无病、无灾（债）。“有”，多半是做给别人看的，“无”，才是自己的。\n#水逆退散##我的美力由我定义##女子靠4000工资养家盼丈夫共同承担# ​ ​​​",0.6,煽动,虽然没有直接的威胁或侮辱，但评论通过强调‘做给别人看的’，暗示了一种对他人评价的压力和焦虑，带有一定的‘无忧无虑’的煽动性，可能导致他人产生负面情绪和自我怀疑。,0.9,False,"人到中年，更应要明白真正的幸福，不在于“有”,而在于“无”。\n我们习惯把幸福理解成“有”：有车、有房、有钱、有权；真正的幸福应该是“无”：无忧、无虑、无病、无灾（债）。“有”，多半是做给别人看的，“无”，才是自己的。\n#水逆退散##我的美力由我定义##女子靠4000工资养家盼丈夫共同承担# ​ ​​​",processed_comments_weibo_4000.csv,2025-03-26 16:01:54+08:00,
太通透了，活成了无才是赢家,0.6,harassment,虽然没有直接的攻击性词语，但“太通透了，活成了无才是赢家”这句话带有贬义，可能被解读为对他人能力或行为的嘲讽和否定，属于轻微的侮辱性言论，具有潜在的攻击性。,0.9,False,太通透了，活成了无才是赢家,processed_comments_weibo_4000.csv,2010-01-11 07:42:57+08:00,
无欲无求我昨天和一个大姐聊天她和我说到了她这个年龄无欲无求,0.6,harassment,虽然没有直接的威胁或攻击性言论，但使用'无欲无求'来形容他人，带有贬义色彩，可能构成一种轻微的侮辱和带有歧视色彩的评价，带有潜在的负面评价和暗示。,0.9,False,无欲无求[允悲][允悲]我昨天和一个大姐聊天她和我说到了她这个年龄无欲无求,processed_comments_weibo_4000.csv,2025-03-26 16:08:00+08:00,
“人生，没有幸不幸福，只有知不知足，温饱无忧是幸事，无病无灾是福泽，至于其他，有则锦上添花，无则依旧风华。”,0.3,无,评论表达了一种对人生态度的观点，虽然可能带有一定的批判性，但没有直接的侮辱、威胁、歧视或煽动性内容。,0.9,False,“人生，没有幸不幸福，只有知不知足，温饱无忧是幸事，无病无灾是福泽，至于其他，有则锦上添花，无则依旧风华。”,processed_comments_weibo_4000.csv,2013-08-28 09:52:00+08:00,
